WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT2G14115.1	41	36	44	36	39.1330430392023	0.028862202425876	0.550407794377204	0.0524378519358253	0.958179814107999	0.999461769492062	1	1540
transcript:AT2G06085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06135.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06145.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06175.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06185.1	0	0	0	3	0.695789420928435	2.92893199623384	4.39762083718634	0.666026495842195	0.505394164941635	1	1	519
transcript:AT2G06215.1	14	19	9	15	13.9693911564263	-0.486980878961451	0.876863499477955	-0.555366803671697	0.578643793903665	0.999461769492062	1	621
transcript:AT2G06225.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G06275.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06305.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06315.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06345.1	0	0	1	5	1.41888252638918	3.95526791562157	3.05905261574252	1.29297152172766	0.196020908829257	1	1	142
transcript:AT2G06355.1	13	12	4	14	10.5624335751559	-0.540418263937028	1.04033252128827	-0.519466855912392	0.603435220035932	0.999461769492062	1	712
transcript:AT2G06365.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06375.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06385.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G06395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06405.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT2G06415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06435.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT2G06445.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06465.1	460	504	417	411	443.820248332585	-0.241048103662386	0.227076643092556	-1.06152751062176	0.288450237332262	0.999461769492062	1	230
transcript:AT2G06475.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06485.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06525.1	2	11	4	5	5.26518837595061	-0.494043659878973	1.44665882044962	-0.341506686231261	0.732722172217488	1	1	1003
transcript:AT2G06535.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06575.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06585.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G16245.1	94	110	103	129	107.354477286522	0.15909682077437	0.350960885482145	0.453317812199515	0.650319908449447	0.999461769492062	1	861
transcript:AT2G06595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06605.1	2	0	2	0	1.06031641033765	-0.0572618973184892	3.39587047218099	-0.0168622147951694	0.986546536703831	1	1	1599
transcript:AT2G06615.1	10	23	21	11	15.9875953166055	-0.01123113128361	0.860810093138659	-0.0130471649590671	0.989590163859572	0.999461769492062	1	1614
transcript:AT2G06625.1	1	4	2	1	1.94014184827718	-0.684149528167826	2.26825479244368	-0.301619346489186	0.762942258105231	1	1	1070
transcript:AT2G06635.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06655.1	1	0	0	2	0.73478432761266	0.832564586959231	3.99986956931985	0.208147933958957	0.835113460806822	1	1	1323.5
transcript:AT2G06685.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06695.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06705.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06755.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06765.1	0	0	5	1	1.52809726451843	4.05224666388926	2.98901285320553	1.35571403098634	0.175190173373048	1	1	128.5
transcript:AT2G06785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06795.1	0	1	0	1	0.461634893132083	-0.0141337005848008	4.86324771804873	-0.00290622674480411	0.997681169814328	1	1	1639.5
transcript:AT2G06805.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT2G06815.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06835.1	2	2	4	10	4.3574916354279	1.75274857309477	1.59999941159891	1.09546826104343	0.273311543042983	1	1	215
transcript:AT2G06905.1	8	14	4	1	6.65213268847607	-2.10713768022709	1.36158106482429	-1.54756682114922	0.121726624806218	1	1	80
transcript:AT2G06935.1	3	3	11	0	4.35345780604195	0.917401077038664	1.78641570932272	0.51354288492373	0.607571620405913	1	1	715
transcript:AT2G06945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06975.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT2G06995.1	0	0	10	2	3.05619452903686	5.05246915840359	2.37871168739791	2.1240359582756	0.0336671368776673	1	1	31
transcript:AT2G07005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07015.1	253	296	258	316	276.708717871875	0.0383848260775169	0.253408867946151	0.151473886405876	0.879601908766088	0.999461769492062	1	1398
transcript:AT2G07025.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G07035.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07055.1	1	0	0	1	0.502854520636515	-0.130640786506647	4.70530415529403	-0.0277645784831275	0.977849917340085	1	1	1576
transcript:AT2G07085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G18917.1	59	100	89	78	80.1173724099476	0.0747780415995719	0.412929792381453	0.181091417909837	0.856295820745606	0.999461769492062	1	1357
transcript:AT2G07095.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT2G07115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07135.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07165.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07175.1	118	125	136	170	135.366074012511	0.301148306604435	0.323327773636071	0.931402530682068	0.35164538229795	0.999461769492062	1	309
transcript:AT2G07225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G19572.1	452	488	456	545	479.166269548441	0.0612814315896769	0.221220789851564	0.277014794273159	0.781768746328835	0.999461769492062	1	1216
transcript:AT2G19582.1	65	54	59	93	66.8784290881252	0.302021643269613	0.447472514129622	0.674950156116458	0.499707433008588	0.999461769492062	1	500
transcript:AT2G07245.1	0	4	4	0	1.95575431065758	0.143823843826514	2.62778469427681	0.0547319740996113	0.956351995884217	1	1	1535
transcript:AT2G07255.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT2G07265.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT2G07275.1	49	79	53	67	60.7006848930272	-0.104073499845478	0.45258949372295	-0.229951205869542	0.818129685757689	0.999461769492062	1	1282
transcript:AT2G07285.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT2G07305.1	112	122	84	112	106.119340109025	-0.28776125838001	0.355654229201979	-0.809103996951454	0.418455329406799	0.999461769492062	1	399
transcript:AT2G07325.1	36	49	35	57	43.3020101138506	0.0865807366686819	0.525572771766656	0.164735962971693	0.869151809319668	0.999461769492062	1	1381
transcript:AT2G07335.1	35	40	46	67	46.1346061011412	0.558757705117811	0.506491228157291	1.10319325203454	0.269943251126048	0.999461769492062	1	213
transcript:AT2G07345.1	363	422	352	446	389.972100338858	-0.00379663197795937	0.232806846681445	-0.0163080769834677	0.98698861389807	0.999461769492062	1	1602
transcript:AT2G07355.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT2G21187.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G21187.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G21187.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07375.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07385.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07425.1	0	0	0	4	0.92771922790458	3.34384810052218	3.91224296347337	0.854713812956403	0.39270960170891	1	1	368
transcript:AT2G07435.1	0	4	1	5	2.33770287101294	0.60948352845983	2.253378355685	0.270475451635619	0.786794500111495	1	1	1229
transcript:AT2G07445.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07475.1	527	717	722	786	676.939280025179	0.264238187542045	0.20886441099438	1.26511829508932	0.205828925527734	0.999461769492062	1	154
transcript:AT2G07485.1	6	10	10	7	8.13844270743919	0.096337450928316	1.13308416382347	0.0850223257937307	0.932243641556295	0.999461769492062	1	1485
transcript:AT2G07495.1	70	108	72	85	82.1517242426485	-0.191765031471319	0.397374794284233	-0.482579756516097	0.629394155620016	0.999461769492062	1	774
transcript:AT2G07515.1	194	242	200	236	214.73015804791	-0.0211911631981284	0.273294638265108	-0.0775396229236373	0.93819427160451	0.999461769492062	1	1496
transcript:AT2G07525.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07535.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07545.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07555.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07585.1	26	16	20	18	20.0787302894044	-0.190906967113954	0.756060436620554	-0.252502257580454	0.800652869334184	0.999461769492062	1	1250
transcript:AT2G07595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07805.1	21	26	20	27	23.1085258454472	-0.0259578143279782	0.685711300139041	-0.0378553107156244	0.969803044370919	0.999461769492062	1	1558
transcript:AT2G07840.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07845.1	154	197	226	158	182.205986459559	0.128349919498446	0.320645501483	0.400286044572034	0.688945845485378	0.999461769492062	1	930
transcript:AT2G22821.1	14	12	12	16	13.3710858348362	0.0638635144109557	0.89069155681957	0.0717010438933493	0.942839825396059	0.999461769492062	1	1503
transcript:AT2G07850.1	64	64	72	53	62.9973983465883	-0.0507194878100127	0.45381463231231	-0.111762566031825	0.911011669490322	0.999461769492062	1	1448
transcript:AT2G22955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G22955.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.7	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.6	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23040.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07860.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07865.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07870.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07875.1	142	166	182	207	171.79231914026	0.313591285179378	0.293730635982603	1.0676151778664	0.285694134288876	0.999461769492062	1	228
transcript:AT2G07885.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07890.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07900.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07925.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07940.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G23672.1	995	1091	809	960	952.550848415638	-0.266353048637363	0.194843871756459	-1.3670075750203	0.171622931180808	0.999461769492062	1	123
transcript:AT2G07945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07950.1	12	12	6	6	8.95453738870331	-1.02720763687433	1.0875027667873	-0.944556343437093	0.344885423949341	0.999461769492062	1	300
transcript:AT2G07950.2	26	45	34	40	35.4719024225202	0.0540580973920951	0.571627068541288	0.0945688200701268	0.924657316788432	0.999461769492062	1	1474
transcript:AT2G07960.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT2G07965.1	1	1	3	0	1.27833027434168	0.624693816793041	2.92601962204268	0.213496113316198	0.83094002036503	1	1	1312.5
transcript:AT2G07970.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07990.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07995.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08000.1	4	20	6	6	8.62478036866786	-0.957441022563278	1.17394715029523	-0.815574212452834	0.414743703392712	0.999461769492062	1	395
transcript:AT2G08005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08010.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08020.1	8	10	2	10	7.30221362362071	-0.643048079680132	1.24641421620447	-0.515918441333503	0.605911373492076	1	1	713
transcript:AT2G08025.1	40	66	42	64	51.7288385225352	-0.0160870989816225	0.491653738449976	-0.0327203837244071	0.973897568731939	0.999461769492062	1	1566
transcript:AT2G08030.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08040.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08050.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G24545.1	12	3	2	2	4.92253841936146	-1.99577980077234	1.57699470926287	-1.26555897052135	0.205671023249881	1	1	153
transcript:AT2G24545.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G24545.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G24592.1	122	137	102	151	125.985628857189	-0.068053402311479	0.339111255518605	-0.200681638264718	0.840947518172807	0.999461769492062	1	1336
transcript:AT2G24755.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G24755.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G24755.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G24755.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08060.1	629	709	613	532	615.569338582926	-0.2400526125865	0.222729968160146	-1.07777419702183	0.281134537269356	0.999461769492062	1	224
transcript:AT2G08075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08070.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08090.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08095.1	2	2	2	0	1.51972658264953	-0.969079016241215	2.67813973324826	-0.361847817053907	0.717465757070287	1	1	975.5
transcript:AT2G08100.1	5	6	4	12	6.55294573498505	0.489146749983949	1.27863601318789	0.382553553113533	0.702050814284507	1	1	956
transcript:AT2G08105.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08110.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08120.1	2	0	2	0	1.06031641033765	-0.0572618973184892	3.39587047218099	-0.0168622147951694	0.986546536703831	1	1	1599
transcript:AT2G08125.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08130.1	78	108	62	112	87.9888918252028	-0.126244518161444	0.405395983411857	-0.311410382261205	0.755488662130048	0.999461769492062	1	1064
transcript:AT2G26355.1	382	392	433	434	406.443272442198	0.138023824318971	0.233810948455827	0.590322331911875	0.554974570234898	0.999461769492062	1	579
transcript:AT2G26692.1	70	83	61	62	68.2231431217056	-0.333700167041937	0.421619660532737	-0.791472026281436	0.428668593826324	0.999461769492062	1	408
transcript:AT2G08150.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08155.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08160.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08165.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08175.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08180.1	0	2	2	2	1.44173676928108	1.06339538238624	2.73205137540875	0.389229643321457	0.697106276833369	1	1	945.5
transcript:AT2G26882.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08190.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08195.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08200.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08210.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08220.1	76	75	70	116	82.8683617147083	0.256331553613376	0.408047042755552	0.628191180806904	0.52987870695987	0.999461769492062	1	546
transcript:AT2G08230.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08240.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08245.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08250.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08255.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08260.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08270.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08280.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08285.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08290.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08295.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT2G08300.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08305.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08310.1	1	2	2	0	1.24880186898916	-0.517861445748904	2.91987963492941	-0.177357121010717	0.859227885795334	1	1	1364
transcript:AT2G08315.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08320.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08335.1	32	26	30	36	30.7684008735812	0.143999417894852	0.608378645232886	0.236693741674199	0.812894390443835	0.999461769492062	1	1276
transcript:AT2G08340.1	646	668	492	375	542.976918014981	-0.615394703310499	0.246149048639666	-2.50008970870071	0.0124161861220585	0.519706076251876	1	22
transcript:AT2G08345.1	91	96	85	132	99.3554185131337	0.175686086714228	0.37458770777555	0.469011884446293	0.639061141204556	0.999461769492062	1	849
transcript:AT2G08350.1	53	47	39	63	49.8768328816557	-0.0198655757021288	0.499705791155701	-0.0397545436809616	0.96828881644636	0.999461769492062	1	1556
transcript:AT2G08355.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08360.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT2G08365.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT2G30362.1	45	44	61	34	45.9974923247827	0.0856209433353469	0.539448981352888	0.158719260384212	0.873890062946058	0.999461769492062	1	1389
transcript:AT2G30362.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G30362.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08380.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT2G08385.1	2	1	0	0	0.771554513476678	-3.09158554764404	3.85117763548531	-0.802763684322872	0.422111336012189	1	1	402.5
transcript:AT2G08395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08400.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08405.1	25	35	5	2	16.5728229284617	-3.09377889795331	0.945480158704005	-3.27217749571185	0.00106722552586813	0.0852810215670989	0.376342528622044	11
transcript:AT2G08410.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08420.1	1947	2244	2042	2095	2058.19636610596	-0.0389012694244794	0.179001333958558	-0.217323907951914	0.827955926454922	0.999461769492062	1	1303
transcript:AT2G08425.1	53	71	78	69	66.8914399600849	0.237386948390758	0.431317497818446	0.55037634594338	0.582061269238964	0.999461769492062	1	627
transcript:AT2G30984.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G08430.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08435.1	70	84	70	92	77.7438438407221	0.0463042775940265	0.400724912860445	0.115551282458329	0.908008175132554	0.999461769492062	1	1440
transcript:AT2G08435.2	48	53	36	65	49.5865989697164	-0.041095491088512	0.50208176825618	-0.0818501958978593	0.9347658393957	0.999461769492062	1	1489
transcript:AT2G08440.1	89	119	75	75	88.2844521546747	-0.483815615778035	0.381717390793491	-1.26747071903721	0.204987027045184	0.999461769492062	1	152
transcript:AT2G31751.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G31751.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G31751.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G31751.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G31751.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08445.1	4	4	6	6	4.94949899017285	0.55902903386073	1.42737225506099	0.391649082345966	0.695317516734125	1	1	941
transcript:AT2G08450.1	2	10	5	8	5.99050620223157	0.139022095773192	1.35714697548346	0.102437022875631	0.918409798217392	1	1	1461
transcript:AT2G08460.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08455.1	0	1	1	0	0.488938577664396	0.0647237220539175	4.75616573727878	0.0136083823880681	0.989142416911905	1	1	1610
transcript:AT2G08465.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08470.1	237	320	219	214	244.119898040655	-0.373678833656494	0.268263586933758	-1.39295398949827	0.163633704546368	0.999461769492062	1	116
transcript:AT2G08480.1	266	317	208	308	270.237432927503	-0.207662074198372	0.267789081769132	-0.775468786204668	0.438062702860104	0.999461769492062	1	423
transcript:AT2G08485.1	12	4	7	10	8.30384941886884	0.00164955836679663	1.16483213162729	0.00141613398360858	0.998870088936111	0.999461769492062	1	1650
transcript:AT2G08490.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT2G08495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08500.1	43	46	41	30	39.8026640117002	-0.339421592851798	0.546868359889654	-0.620664162981171	0.534820613384701	0.999461769492062	1	553
transcript:AT2G32179.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G32179.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08510.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G08515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G32315.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT2G08520.1	2	1	1	0	1.03078800498514	-1.6072120182862	3.25216272373971	-0.494197909149528	0.621166416246109	1	1	766.5
